word,count,per_1000_tokens,event_count
pajak,15,0.1328,1
strategi,14,0.1239,8
menyelamatkan,14,0.1239,8
inggris,14,0.1239,11
tunggu,14,0.1239,9
birokrasi,14,0.1239,7
pribadi,14,0.1239,11
memerlukan,14,0.1239,10
yudoyono,14,0.1239,10
berdaulat,14,0.1239,7
menikmati,14,0.1239,11
pendiri,14,0.1239,10
kelaparan,14,0.1239,10
jagung,14,0.1239,9
perikanan,14,0.1239,8
digitalisasi,14,0.1239,6
riset,14,0.1239,9
inovasi,14,0.1239,10
tenang,14,0.1239,11
delapan,14,0.1239,9
sebagaimana,14,0.1239,7
akui,14,0.1239,6
koruptor,14,0.1239,6
tambang,14,0.1239,6
perintah,14,0.1239,7
hamil,14,0.1239,7
lainnya,14,0.1239,10
meningkat,14,0.1239,7
keliling,14,0.1239,8
digital,14,0.1239,7
gembira,14,0.1239,8
lupa,14,0.1239,9
manajemen,14,0.1239,5
harusnya,14,0.1239,9
defisit,14,0.1239,2
berkali-kali,14,0.1239,11
perayaan,14,0.1239,4
ajaran,14,0.1239,6
pertandingan,14,0.1239,5
buah,14,0.1239,9
golkar,14,0.1239,7
mengejar,14,0.1239,9
berpikir,14,0.1239,10
gak,14,0.1239,10
rela,14,0.1239,5
komandan,14,0.1239,5
produsen,14,0.1239,10
genteng,14,0.1239,3
mendapatkan,14,0.1239,10
bahaya,14,0.1239,9
pandangan,14,0.1239,8
hasan,14,0.1239,12
memperoleh,14,0.1239,5
akses,14,0.1239,6
bursa,14,0.1239,3
beroperasi,14,0.1239,4
sahabat,13,0.1151,8
dipanggil,13,0.1151,6
jokowi,13,0.1151,8
ketawa,13,0.1151,7
pelajaran,13,0.1151,10
angkat,13,0.1151,5
percayalah,13,0.1151,10
hubungan,13,0.1151,9
tegas,13,0.1151,8
geopolitik,13,0.1151,8
raka,13,0.1151,13
muzani,13,0.1151,11
meminta,13,0.1151,12
mengajarkan,13,0.1151,11
menunjukkan,13,0.1151,10
rektor,13,0.1151,5
sungguh,13,0.1151,9
aspirasi,13,0.1151,4
jika,13,0.1151,4
nuklir,13,0.1151,4
kaki,13,0.1151,11
timah,13,0.1151,6
atasi,13,0.1151,8
hentikan,13,0.1151,8
membanggakan,13,0.1151,9
teriak,13,0.1151,8
kurangi,13,0.1151,7
jual,13,0.1151,8
surya,13,0.1151,9
gudang,13,0.1151,5
rencana,13,0.1151,6
nyinyir,13,0.1151,6
wah,13,0.1151,11
podium,13,0.1151,8
renovasi,13,0.1151,5
berdaya,13,0.1151,8
konflik,13,0.1151,9
sederhana,13,0.1151,9
we,13,0.1151,6
sepak,13,0.1151,9
kata-kata,13,0.1151,9
bersaing,13,0.1151,6
bin,13,0.1151,8
mengabdi,13,0.1151,8
mudah,13,0.1151,8
fakta,13,0.1151,6
hutan,13,0.1151,6
nunggu,13,0.1151,9
sultan,13,0.1151,10
arif,13,0.1151,12
amanat,13,0.1151,7
said,13,0.1151,7
satgas,13,0.1151,6
disiplin,13,0.1151,5
ditentukan,13,0.1151,9
ketahanan,13,0.1151,10
mundur,13,0.1151,3
belasan,13,0.1151,10
rais,13,0.1151,4
lagu,13,0.1151,6
maluku,13,0.1151,6
sebanyak,13,0.1151,2
bahan,12,0.1062,8
ton,12,0.1062,7
am,12,0.1062,5
emak-emak,12,0.1062,7
menegakkan,12,0.1062,6
rukun,12,0.1062,10
perbaikan,12,0.1062,5
lawan,12,0.1062,7
mewakili,12,0.1062,6
senjata,12,0.1062,5
kantor,12,0.1062,8
bambang,12,0.1062,9
listio,12,0.1062,11
konstitusi,12,0.1062,6
bertugas,12,0.1062,5
itb,12,0.1062,4
tedi,12,0.1062,11
namun,12,0.1062,8
rangka,12,0.1062,7
mengundang,12,0.1062,11
dprri,12,0.1062,6
kader,12,0.1062,3
ingatkan,12,0.1062,10
pemilihan,12,0.1062,5
tegakkan,12,0.1062,9
hati-hati,12,0.1062,9
pulau,12,0.1062,8
meneruskan,12,0.1062,9
hitung,12,0.1062,7
beredar,12,0.1062,6
menimbulkan,12,0.1062,6
dapur,12,0.1062,5
langkah-langkah,12,0.1062,9
bapak-bapak,12,0.1062,9
aduh,12,0.1062,8
istri,12,0.1062,8
potong,12,0.1062,6
sih,12,0.1062,10
umkm,12,0.1062,8
signifikan,12,0.1062,9
sma,12,0.1062,5
uangnya,12,0.1062,7
interaktif,12,0.1062,6
menit,12,0.1062,7
kejaksaan,12,0.1062,9
jutaan,12,0.1062,9
nyai,12,0.1062,5
santri,12,0.1062,5
tema,12,0.1062,9
natal,12,0.1062,3
bahagia,12,0.1062,7
kampanye,12,0.1062,7
istana,12,0.1062,9
rakabuming,12,0.1062,9
berasal,12,0.1062,9
stasiun,12,0.1062,2
harganya,12,0.1062,8
terpencil,12,0.1062,7
waduh,12,0.1062,7
sopan,12,0.1062,7
juara,12,0.1062,6
satu-satu,12,0.1062,9
meresmikan,12,0.1062,7
olahraga,12,0.1062,3
miliki,12,0.1062,9
pendapatan,12,0.1062,2
umumkan,12,0.1062,6
didukung,12,0.1062,7
berdasarkan,12,0.1062,6
pintu,12,0.1062,4
sel,12,0.1062,3
video,12,0.1062,8
tidur,12,0.1062,6
ai,12,0.1062,3
saham,12,0.1062,4
jumlah,12,0.1062,6
ia,12,0.1062,2
lebar,11,0.0974,9
program-program,11,0.0974,6
kerjakan,11,0.0974,4
sebaik-baiknya,11,0.0974,9
menemukan,11,0.0974,7
malu,11,0.0974,8
penghematan,11,0.0974,8
daerah-daerah,11,0.0974,9
keenam,11,0.0974,6
puan,11,0.0974,6
maharani,11,0.0974,6
bayangkara,11,0.0974,4
sepanjang,11,0.0974,6
perguruan,11,0.0974,5
meninggalkan,11,0.0974,7
akbar,11,0.0974,9
september,11,0.0974,7
keliru,11,0.0974,8
kelompok-kelompok,11,0.0974,6
diterima,11,0.0974,9
jumlahnya,11,0.0974,9
serius,11,0.0974,4
pilih,11,0.0974,8
jarang,11,0.0974,8
tertentu,11,0.0974,6
puas,11,0.0974,7
petani-petani,11,0.0974,8
hasilnya,11,0.0974,7
jaminan,11,0.0974,5
bgn,11,0.0974,7
peraturan,11,0.0974,7
siapkan,11,0.0974,8
kuasai,11,0.0974,6
prioritas,11,0.0974,5
joko,11,0.0974,6
optimis,11,0.0974,8
penyerahan,11,0.0974,3
digunakan,11,0.0974,6
kehadiran,11,0.0974,11
militer,11,0.0974,8
gampang,11,0.0974,6
sulawesi,11,0.0974,5
ayo,11,0.0974,6
buku,11,0.0974,7
daging,11,0.0974,3
cadangan,11,0.0974,6
demi,11,0.0974,8
batu,11,0.0974,9
imlek,11,0.0974,1
mendirikan,11,0.0974,7
cucu,11,0.0974,7
suasana,11,0.0974,8
tebu,11,0.0974,5
bocor,11,0.0974,6
andi,11,0.0974,7
usia,11,0.0974,6
perjuangkan,11,0.0974,5
dilanjutkan,11,0.0974,10
komisaris,11,0.0974,10
berhenti,11,0.0974,8
malaysia,11,0.0974,7
berkurang,11,0.0974,6
solusi,11,0.0974,7
kokoh,11,0.0974,6
bernegara,11,0.0974,8
kecerdasan,11,0.0974,6
lampung,11,0.0974,3
produktif,11,0.0974,7
kemandirian,11,0.0974,7
rating,11,0.0974,4
hemat,11,0.0974,7
jasa,11,0.0974,5
bendungan,11,0.0974,1
diwakili,11,0.0974,3
fiskal,11,0.0974,1
persidangan,11,0.0974,2
pfi,11,0.0974,1
pp,10,0.0885,6
darah,10,0.0885,8
mengamankan,10,0.0885,8
panitia,10,0.0885,8
kenegaraan,10,0.0885,4
istimewa,10,0.0885,6
menyerah,10,0.0885,8
suara,10,0.0885,7
ucapan,10,0.0885,9
merusak,10,0.0885,7
jiwa,10,0.0885,7
brian,10,0.0885,5
perkembangan,10,0.0885,7
situasi,10,0.0885,7
apabila,10,0.0885,6
memperjuangkan,10,0.0885,5
pernyataan,10,0.0885,6
sumpah,10,0.0885,5
pilihan,10,0.0885,7
memenuhi,10,0.0885,7
anggap,10,0.0885,9
dibuat,10,0.0885,10
belitung,10,0.0885,5
segelintir,10,0.0885,7
doa,10,0.0885,4
gedung,10,0.0885,7
he,10,0.0885,5
kecamatan,10,0.0885,5
resmikan,10,0.0885,5
maksimal,10,0.0885,6
papua,10,0.0885,5
lewat,10,0.0885,7
pandai,10,0.0885,8
dibilang,10,0.0885,6
melanggar,10,0.0885,7
pantai,10,0.0885,4
dimulai,10,0.0885,8
bodoh,10,0.0885,9
mengucap,10,0.0885,10
semacam,10,0.0885,6
main,10,0.0885,5
pakar-pakar,10,0.0885,7
menghilangkan,10,0.0885,7
zaman,10,0.0885,7
dosa,10,0.0885,7
not,10,0.0885,6
aktif,10,0.0885,6
pangkat,10,0.0885,7
risiko,10,0.0885,9
soalnya,10,0.0885,8
rahayu-rahayu,10,0.0885,10
kapolda,10,0.0885,6
latar,10,0.0885,6
ulangi,10,0.0885,8
warisan,10,0.0885,5
filosofi,10,0.0885,6
senyum,10,0.0885,8
belanda,10,0.0885,6
pembukaan,10,0.0885,4
ribut,10,0.0885,4
pelajari,10,0.0885,6
gagal,10,0.0885,5
sor,10,0.0885,7
demo,10,0.0885,2
korea,10,0.0885,3
sementara,10,0.0885,7
tv,10,0.0885,9
perusahaan-perusahaan,10,0.0885,7
sugiono,10,0.0885,10
melaporkan,10,0.0885,5
pengusaha-pengusaha,10,0.0885,6
kekayaannya,10,0.0885,8
tindak,10,0.0885,7
jabatan,10,0.0885,6
bunga,10,0.0885,4
tetangga,10,0.0885,5
bakhtiar,10,0.0885,8
pemberdayaan,10,0.0885,9
iskandar,10,0.0885,8
sulaiman,10,0.0885,6
industrialisasi,10,0.0885,7
harian,10,0.0885,7
hibmi,10,0.0885,1
nasionalisme,10,0.0885,2
penutupan,10,0.0885,6
piala,10,0.0885,4
persatu,10,0.0885,8
intelijen,10,0.0885,4
menyelesaikan,10,0.0885,3
dsi,10,0.0885,3
semester,10,0.0885,4
kegagalan,10,0.0885,1
pendukungnya,10,0.0885,1
optimal,10,0.0885,2
atlet,10,0.0885,2
tik,10,0.0885,1
terusang,9,0.0797,8
kofifah,9,0.0797,7
suruh,9,0.0797,6
berkuasa,9,0.0797,8
surabaya,9,0.0797,6
pahlawan,9,0.0797,7
perlawanan,9,0.0797,6
bintang,9,0.0797,6
kebersihan,9,0.0797,4
komitmen,9,0.0797,7
kerukunan,9,0.0797,7
bersihkan,9,0.0797,6
membiarkan,9,0.0797,6
nyolong,9,0.0797,5
bersahabat,9,0.0797,6
stabilitas,9,0.0797,7
kelima,9,0.0797,7
lanjutkan,9,0.0797,5
dihormati,9,0.0797,8
bentuk,9,0.0797,7
tertinggal,9,0.0797,6
mengikuti,9,0.0797,8
entah,9,0.0797,6
perhatikan,9,0.0797,5
selawat,9,0.0797,5
kemanusiaan,9,0.0797,8
khawatir,9,0.0797,7
pelaku,9,0.0797,8
penyimpangan,9,0.0797,3
selamatkan,9,0.0797,4
pejabat-pejabat,9,0.0797,8
mengalir,9,0.0797,5
mahal,9,0.0797,5
dprd,9,0.0797,4
perut,9,0.0797,6
botak,9,0.0797,4
rantai,9,0.0797,5
pokoknya,9,0.0797,9
kelurahan,9,0.0797,4
tingkatkan,9,0.0797,5
pembiayaan,9,0.0797,4
real,9,0.0797,8
kebocoran,9,0.0797,7
in,9,0.0797,5
fund,9,0.0797,6
senantiasa,9,0.0797,6
mengucapkan,9,0.0797,6
putra-putri,9,0.0797,6
ajak,9,0.0797,4
jangan-jangan,9,0.0797,7
teguh,9,0.0797,6
gunakan,9,0.0797,7
memohon,9,0.0797,9
blok,9,0.0797,4
ukrain,9,0.0797,4
perubahan,9,0.0797,7
terlibat,9,0.0797,6
jalankan,9,0.0797,5
it,9,0.0797,5
tolong,9,0.0797,4
dibandingkan,9,0.0797,7
keluarkan,9,0.0797,6
berita,9,0.0797,6
dicek,9,0.0797,7
lumayan,9,0.0797,8
panel,9,0.0797,4
terluar,9,0.0797,5
gerakan,9,0.0797,4
asri,9,0.0797,4
spanduk,9,0.0797,1
asosiasi,9,0.0797,5
golongan,9,0.0797,6
muhammadiyah,9,0.0797,4
haji,9,0.0797,5
ali,9,0.0797,7
sadari,9,0.0797,6
praktik-praktik,9,0.0797,5
pemirsa,9,0.0797,3
mewujudkan,9,0.0797,5
rasional,9,0.0797,5
lahan,9,0.0797,4
simak,9,0.0797,8
plt,9,0.0797,4
pertanyaan,9,0.0797,5
relatif,9,0.0797,6
super,9,0.0797,4
efisiensi,9,0.0797,5
peresmian,9,0.0797,4
positif,9,0.0797,6
tiongkok,9,0.0797,7
esa,9,0.0797,6
angka-angka,9,0.0797,6
lapor,9,0.0797,7
setia,9,0.0797,6
penyelundupan,9,0.0797,6
citra,9,0.0797,2
emang,9,0.0797,2
launching,9,0.0797,5
kampus,9,0.0797,4
shanti,9,0.0797,4
ihsg,9,0.0797,2
kalimantan,9,0.0797,4
sdm,9,0.0797,4
serentak,9,0.0797,5
paripurna,9,0.0797,2
pantas,9,0.0797,3
kebutuhan,9,0.0797,3
ruu,9,0.0797,1
spesialis,9,0.0797,2
plts,9,0.0797,2
terpilih,9,0.0797,2
warna,9,0.0797,1
wilayah,8,0.0708,6
bu,8,0.0708,7
dipimpin,8,0.0708,8
pembantu-pembantu,8,0.0708,4
introspeksi,8,0.0708,4
diperbaiki,8,0.0708,5
studi,8,0.0708,4
australia,8,0.0708,5
hatinya,8,0.0708,6
penerus,8,0.0708,8
senior,8,0.0708,5
upacara,8,0.0708,5
dirgahayu,8,0.0708,6
yeah,8,0.0708,8
kabinat,8,0.0708,7
dedi,8,0.0708,5
pimda,8,0.0708,7
ketenagakerjaan,8,0.0708,6
rintangan,8,0.0708,6
murni,8,0.0708,4
petugas,8,0.0708,6
fraksi,8,0.0708,3
luas,8,0.0708,7
waspada,8,0.0708,6
rahayu,8,0.0708,4
nur,8,0.0708,6
menyadari,8,0.0708,6
ikhlas,8,0.0708,4
si,8,0.0708,4
menggunakan,8,0.0708,6
panggil,8,0.0708,4
sayang,8,0.0708,6
setengah,8,0.0708,4
brengsek,8,0.0708,4
bangka,8,0.0708,5
be,8,0.0708,8
oktober,8,0.0708,7
bila,8,0.0708,8
alami,8,0.0708,6
januari,8,0.0708,6
terang,8,0.0708,7
komunikasinya,8,0.0708,3
deh,8,0.0708,5
milih,8,0.0708,4
lancar,8,0.0708,5
terdiri,8,0.0708,6
turunkan,8,0.0708,6
non,8,0.0708,4
sudahlah,8,0.0708,4
total,8,0.0708,7
sovereign,8,0.0708,6
kebun,8,0.0708,7
dikelola,8,0.0708,6
kekeluargaan,8,0.0708,5
menganggap,8,0.0708,7
bermartabat,8,0.0708,6
pula,8,0.0708,5
kesulitan-kesulitan,8,0.0708,7
puncak,8,0.0708,5
elitnya,8,0.0708,5
bawa,8,0.0708,6
baca,8,0.0708,6
lari,8,0.0708,6
sua,8,0.0708,6
berterima,8,0.0708,6
institute,8,0.0708,5
kapan,8,0.0708,7
dki,8,0.0708,6
kena,8,0.0708,7
garis,8,0.0708,6
disumpah,8,0.0708,6
desil,8,0.0708,2
menengah,8,0.0708,5
persilakan,8,0.0708,6
swas,8,0.0708,5
operasional,8,0.0708,4
under,8,0.0708,5
protein,8,0.0708,3
breaking,8,0.0708,6
katakanlah,8,0.0708,7
bogor,8,0.0708,5
pengin,8,0.0708,7
metro,8,0.0708,7
yahya,8,0.0708,4
langit,8,0.0708,6
amankan,8,0.0708,4
perhatian,8,0.0708,8
pengawas,8,0.0708,5
pegawai,8,0.0708,6
main-main,8,0.0708,6
mempercepat,8,0.0708,6
pengawasan,8,0.0708,4
terus-menerus,8,0.0708,5
kaum,8,0.0708,1
kebijakan-kebijakan,8,0.0708,5
nganjuk,8,0.0708,4
pensiun,8,0.0708,7
saran,8,0.0708,3
ojol,8,0.0708,4
hadiah,8,0.0708,5
menjamin,8,0.0708,7
prosesi,8,0.0708,4
agraria,8,0.0708,8
pkh,8,0.0708,2
dihina,8,0.0708,4
memandang,8,0.0708,7
dicuri,8,0.0708,4
kepastian,8,0.0708,4
laporkan,8,0.0708,5
iri,8,0.0708,4
investor,8,0.0708,4
praktik,8,0.0708,4
april,8,0.0708,4
suasembada,8,0.0708,4
amran,8,0.0708,6
mendampingi,8,0.0708,8
adat,8,0.0708,6
gagasan,8,0.0708,5
dibutuhkan,8,0.0708,5
tulang,8,0.0708,5
potensi,8,0.0708,7
direksi,8,0.0708,6
keluarganya,8,0.0708,4
vietnam,8,0.0708,5
izinkan,8,0.0708,5
sempat,8,0.0708,6
usul,8,0.0708,1
kini,8,0.0708,3
pengakuan,8,0.0708,4
menghargai,8,0.0708,5
kamis,8,0.0708,6
teks,8,0.0708,3
ptdsi,8,0.0708,2
instrumen,8,0.0708,3
gigi,8,0.0708,3
praja,8,0.0708,1
pegang,8,0.0708,4
revitalisasi,8,0.0708,3
rizki,8,0.0708,2
agenda,8,0.0708,3
sisi,8,0.0708,1
periode,8,0.0708,4
ke-35,8,0.0708,2
games,8,0.0708,1
anaknya,7,0.062,5
menjelang,7,0.062,5
matahari,7,0.062,5
nyawa,7,0.062,7
november,7,0.062,5
are,7,0.062,5
disiapkan,7,0.062,6
alasan,7,0.062,6
duta,7,0.062,7
kunjungan,7,0.062,5
penasihat,7,0.062,7
palestina,7,0.062,5
kehilangan,7,0.062,4
pendapat,7,0.062,7
sama-sama,7,0.062,6
yudisial,7,0.062,5
saudara-saudaraku,7,0.062,7
setinggi-tingginya,7,0.062,6
khususnya,7,0.062,6
inisiatif,7,0.062,6
penderitaan,7,0.062,7
mendengar,7,0.062,7
jajarannya,7,0.062,6
amanah,7,0.062,5
bandung,7,0.062,3
kelautan,7,0.062,4
rupanya,7,0.062,5
statistik,7,0.062,6
on,7,0.062,3
terdapat,7,0.062,4
aparat,7,0.062,5
tempat-tempat,7,0.062,5
mengingatkan,7,0.062,5
hidayat,7,0.062,7
enam,7,0.062,4
berprestasi,7,0.062,5
haturkan,7,0.062,6
kekurangan-kekurangan,7,0.062,5
masalah-masalah,7,0.062,3
menduga,7,0.062,3
tangannya,7,0.062,5
penghasilannya,7,0.062,4
gajinya,7,0.062,5
operasi,7,0.062,5
menghentikan,7,0.062,6
terkandung,7,0.062,6
dikuasai,7,0.062,5
menseknek,7,0.062,5
tertibkan,7,0.062,6
membunuh,7,0.062,4
dong,7,0.062,6
penduduk,7,0.062,7
hitungan,7,0.062,5
lpg,7,0.062,6
tercapai,7,0.062,5
tambak,7,0.062,4
wujudkan,7,0.062,7
monitor,7,0.062,5
dagang,7,0.062,6
lapan,7,0.062,5
korporasi,7,0.062,5
beasiswa,7,0.062,4
sembakau,7,0.062,5
kawan,7,0.062,3
tonggak,7,0.062,6
akibat,7,0.062,6
gotongroyong,7,0.062,7
nikmati,7,0.062,5
persaingan,7,0.062,5
menjawab,7,0.062,6
kiri,7,0.062,4
kristen,7,0.062,2
fokus,7,0.062,6
larang,7,0.062,4
kebanggaan,7,0.062,6
ras,7,0.062,3
muka,7,0.062,4
pemikiran,7,0.062,7
perdana,7,0.062,6
bebas,7,0.062,5
perwira,7,0.062,3
manaun,7,0.062,6
yudikatif,7,0.062,3
pertikaian,7,0.062,7
syarat,7,0.062,6
pasukan,7,0.062,5
terbang,7,0.062,6
jangka,7,0.062,5
lambat,7,0.062,4
urut,7,0.062,4
sana,7,0.062,4
truk,7,0.062,6
mangan,7,0.062,2
ground,7,0.062,5
sd,7,0.062,5
bara,7,0.062,5
jelajahi,7,0.062,7
download,7,0.062,7
extend,7,0.062,7
kuda,7,0.062,3
menegaskan,7,0.062,4
ramadan,7,0.062,5
semarang,7,0.062,4
kebahagiaan,7,0.062,5
pemuda,7,0.062,5
singkat,7,0.062,6
dimiliki,7,0.062,4
kunci,7,0.062,7
efektif,7,0.062,3
prestasi-prestasi,7,0.062,5
mengangkat,7,0.062,5
pembentukan,7,0.062,5
panik,7,0.062,7
pinjam,7,0.062,3
online,7,0.062,5
pengemudi,7,0.062,3
ditaruh,7,0.062,4
biasanya,7,0.062,5
junior,7,0.062,3
hakim-hakim,7,0.062,3
penipuan,7,0.062,4
mikro,7,0.062,5
operasionalisasi,7,0.062,1
najudin,7,0.062,6
mahfud,7,0.062,5
dilaporkan,7,0.062,6
rubah,7,0.062,4
layanan,7,0.062,4
hilangkan,7,0.062,4
no,7,0.062,4
rosan,7,0.062,5
fundamental,7,0.062,5
macron,7,0.062,1
asia,7,0.062,6
kepimpinan,7,0.062,6
terasa,7,0.062,4
tenggara,7,0.062,7
pasok,7,0.062,4
buddha,7,0.062,2
era,7,0.062,3
toleransi,7,0.062,5
devisa,7,0.062,3
cerdas,7,0.062,5
dapur-dapur,7,0.062,2
kamera,7,0.062,1
dipotong,7,0.062,2
dadar,7,0.062,2
mas,7,0.062,6
bakri,7,0.062,4
suriah,7,0.062,5
tinggalkan,7,0.062,6
rata-rata,7,0.062,5
jeep,7,0.062,2
memberikan,7,0.062,5
menggerakkan,7,0.062,6
terpintar,7,0.062,3
kampus-kampus,7,0.062,5
mesin,7,0.062,4
keterangan,7,0.062,2
sektor,7,0.062,5
kata,7,0.062,5
perdagangan,7,0.062,5
bakal,7,0.062,1
berbasis,7,0.062,4
polanya,7,0.062,1
masela,7,0.062,3
menuntut,7,0.062,4
karbon,7,0.062,3
hijau,7,0.062,5
ntb,7,0.062,1
periksa,7,0.062,4
transfer,7,0.062,2
menghadirkan,7,0.062,3
rekomendasi,7,0.062,3
berkorban,7,0.062,2
mengoreksi,7,0.062,2
dividen,7,0.062,2
sensus,7,0.062,1
pengadaan,7,0.062,1
giant,7,0.062,1
ku,7,0.062,1
ke-25,7,0.062,1
grogi,6,0.0531,3
tnu,6,0.0531,1
jumpa,6,0.0531,6
bawang,6,0.0531,3
dibayar,6,0.0531,6
diurus,6,0.0531,5
lahirnya,6,0.0531,4
membesarkan,6,0.0531,4
terkesan,6,0.0531,5
kompak,6,0.0531,5
hai,6,0.0531,5
bpkp,6,0.0531,4
kpk,6,0.0531,5
hari-hari,6,0.0531,5
dinas,6,0.0531,5
warahmatullah,6,0.0531,5
parlemen,6,0.0531,4
azazi,6,0.0531,5
gaza,6,0.0531,5
mengenal,6,0.0531,6
sinta,6,0.0531,5
ke-10,6,0.0531,6
keagamaan,6,0.0531,5
pengorbanan,6,0.0531,6
tangguh,6,0.0531,2
merintis,6,0.0531,6
menyaksikan,6,0.0531,4
cucu-cucu,6,0.0531,6
mengutamakan,6,0.0531,6
dirinya,6,0.0531,6
mulyadi,6,0.0531,5
daftar,6,0.0531,4
kebudayaan,6,0.0531,6
perkasa,6,0.0531,6
budi,6,0.0531,4
wahyu,6,0.0531,5
dicatat,6,0.0531,6
pindat,6,0.0531,4
santoso,6,0.0531,5
berbicara,6,0.0531,5
international,6,0.0531,6
wajib,6,0.0531,4
berlaku,6,0.0531,4
kl,6,0.0531,4
domba,6,0.0531,3
kerusuhan,6,0.0531,3
merugikan,6,0.0531,4
nenek,6,0.0531,6
koalisi,6,0.0531,5
del,6,0.0531,5
b,6,0.0531,4
pikir,6,0.0531,5
rasulullah,6,0.0531,6
memahami,6,0.0531,5
berurusan,6,0.0531,4
partai-partai,6,0.0531,4
ideologi,6,0.0531,4
utuh,6,0.0531,5
ratus,6,0.0531,3
besar-besaran,6,0.0531,6
gaduh,6,0.0531,3
dalamnya,6,0.0531,5
dipergunakan,6,0.0531,5
februari,6,0.0531,5
membersihkan,6,0.0531,3
dibawa,6,0.0531,4
dewasa,6,0.0531,4
mandiri,6,0.0531,6
dimanfaatkan,6,0.0531,6
sawah,6,0.0531,6
taruna,6,0.0531,4
kerahkan,6,0.0531,3
rencanakan,6,0.0531,3
harapkan,6,0.0531,4
marah,6,0.0531,6
anagata,6,0.0531,3
inti,6,0.0531,6
km,6,0.0531,2
generasi-generasi,6,0.0531,6
syaratnya,6,0.0531,3
alamin,6,0.0531,5
demikianlah,6,0.0531,6
mempertahankan,6,0.0531,4
mengawal,6,0.0531,4
berbeda-beda,6,0.0531,4
survei,6,0.0531,4
mengendalikan,6,0.0531,3
aneh,6,0.0531,5
nasrani,6,0.0531,1
kanan,6,0.0531,4
perpecahan,6,0.0531,5
dendam,6,0.0531,4
benci,6,0.0531,4
terpaksa,6,0.0531,6
sosmet,6,0.0531,3
kebohongan,6,0.0531,3
dikoreksi,6,0.0531,3
sasembada,6,0.0531,6
import,6,0.0531,5
brazil,6,0.0531,5
masjid,6,0.0531,3
gunung,6,0.0531,5
gugur,6,0.0531,3
kembalikan,6,0.0531,5
pertempuran,6,0.0531,5
tunggal,6,0.0531,5
memajukan,6,0.0531,4
tujuh,6,0.0531,5
terkena,6,0.0531,2
nation,6,0.0531,2
so,6,0.0531,4
melupakan,6,0.0531,3
kelangsungan,6,0.0531,4
dibicarakan,6,0.0531,4
manapun,6,0.0531,5
to,6,0.0531,5
pulau-pulau,6,0.0531,5
perancis,6,0.0531,4
istrinya,6,0.0531,4
sifat,6,0.0531,6
bingung,6,0.0531,6
gunanya,6,0.0531,4
jelaskan,6,0.0531,4
calon,6,0.0531,3
kawan-kawan,6,0.0531,5
patriot,6,0.0531,4
vital,6,0.0531,5
meramalkan,6,0.0531,4
dibuka,6,0.0531,3
rakyatmu,6,0.0531,4
hasil-hasil,6,0.0531,5
tujuannya,6,0.0531,5
mudah-mudahan,6,0.0531,4
hidrisasi,6,0.0531,4
krusial,6,0.0531,5
maki,6,0.0531,6
realita,6,0.0531,3
jumat,6,0.0531,5
kumpul,6,0.0531,4
penyakit,6,0.0531,6
profesor-profesor,6,0.0531,5
karat,6,0.0531,2
lambang,6,0.0531,3
pengarahan,6,0.0531,4
istirahat,6,0.0531,5
simbol,6,0.0531,3
ala,6,0.0531,3
utusan,6,0.0531,5
satria,6,0.0531,6
abdurrahman,6,0.0531,6
nabi,6,0.0531,5
mendasar,6,0.0531,5
melainkan,6,0.0531,3
rekan,6,0.0531,3
konsolidasi,6,0.0531,3
cicit,6,0.0531,4
peluang,6,0.0531,4
kris,6,0.0531,2
sesingkat-singkatnya,6,0.0531,6
titip,6,0.0531,4
samping,6,0.0531,3
konfederasi,6,0.0531,1
terharu,6,0.0531,4
menguntungkan,6,0.0531,4
mengeluarkan,6,0.0531,5
satuan,6,0.0531,4
kartu,6,0.0531,4
kontrak,6,0.0531,5
bunganya,6,0.0531,5
kehutanan,6,0.0531,4
purbaya,6,0.0531,3
tergantung,6,0.0531,5
sok,6,0.0531,4
azas,6,0.0531,4
kendalikan,6,0.0531,5
mengeluh,6,0.0531,3
tombol,6,0.0531,5
muhaimin,6,0.0531,4
indar,6,0.0531,6
umpamanya,6,0.0531,6
kehendak,6,0.0531,6
berjam-jam,6,0.0531,5
delan,6,0.0531,5
ketegangan,6,0.0531,5
mendorong,6,0.0531,4
waisak,6,0.0531,1
diperkuat,6,0.0531,4
pemerataan,6,0.0531,4
sukses,6,0.0531,5
negaranya,6,0.0531,6
hitam,6,0.0531,4
warning,6,0.0531,5
memperkaya,6,0.0531,3
orek,6,0.0531,2
ayamnya,6,0.0531,2
dalia,6,0.0531,5
pemukiman,6,0.0531,3
wadah,6,0.0531,1
dijalankan,6,0.0531,5
seolah-olah,6,0.0531,6
jualan,6,0.0531,3
kuncinya,6,0.0531,6
besok,6,0.0531,4
panggung,6,0.0531,5
alim,6,0.0531,4
jombang,6,0.0531,3
kopiah,6,0.0531,3
tuan,6,0.0531,4
gorontalo,6,0.0531,5
udara,6,0.0531,3
permintaan,6,0.0531,2
kayu,6,0.0531,4
pikirin,6,0.0531,2
kesebelasan,6,0.0531,4
diperkirakan,6,0.0531,3
elemen,6,0.0531,5
kejadian,6,0.0531,3
membiayai,6,0.0531,2
nantinya,6,0.0531,5
dipercaya,6,0.0531,5
antaranya,6,0.0531,5
lembaga-lembaga,6,0.0531,4
judi,6,0.0531,2
ibarat,6,0.0531,3
